underlying,underlying_price,put_call,option_symbol,root,expiry,dte_key,days_to_expiration,strike,bid,ask,mid,last,mark,volume,open_interest,iv,delta,gamma,theta,vega,rho,intrinsic_value,extrinsic_value,in_the_money,expiration_type,exercise_type,interest_rate_chain,base_chain_iv
AAPL,276.97,PUT,AAPL  251226P00295000,AAPL,2025-12-26,31,31,295.0,18.3,18.75,18.525,17.17,18.52,46,30,20.275,-0.85,0.014,-0.058,0.188,-0.161,18.03,-0.86,True,W,A,3.732,29.0
AAPL,276.97,PUT,AAPL  251226P00300000,AAPL,2025-12-26,31,31,300.0,22.7,24.05,23.375,21.9,23.38,9,3,20.199,-0.906,0.01,-0.04,0.133,-0.143,23.03,-1.13,True,W,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260102P00255000,AAPL,2026-01-02,38,38,255.0,1.59,1.67,1.63,1.57,1.63,505,1870,24.813,-0.14,0.01,-0.064,0.199,-0.042,-21.97,23.54,False,W,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260102P00260000,AAPL,2026-01-02,38,38,260.0,2.23,2.32,2.275,2.28,2.28,630,265,23.578,-0.19,0.013,-0.074,0.242,-0.056,-16.97,19.25,False,W,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260102P00265000,AAPL,2026-01-02,38,38,265.0,3.1,3.25,3.175,3.12,3.18,227,232,22.379,-0.255,0.016,-0.084,0.287,-0.076,-11.97,15.09,False,W,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260102P00270000,AAPL,2026-01-02,38,38,270.0,4.4,4.55,4.475,4.55,4.47,100,341,21.396,-0.34,0.019,-0.091,0.327,-0.1,-6.97,11.52,False,W,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260102P00275000,AAPL,2026-01-02,38,38,275.0,6.1,6.4,6.25,6.18,6.25,128,99,20.524,-0.44,0.022,-0.094,0.352,-0.129,-1.97,8.15,False,W,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260102P00280000,AAPL,2026-01-02,38,38,280.0,8.35,8.5,8.425,8.48,8.43,137,38,22.585,-0.542,0.02,-0.103,0.354,-0.157,3.03,5.45,True,W,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260102P00285000,AAPL,2026-01-02,38,38,285.0,11.2,11.55,11.375,11.0,11.38,9,20,21.736,-0.643,0.019,-0.093,0.333,-0.181,8.03,2.97,True,W,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260102P00290000,AAPL,2026-01-02,38,38,290.0,14.5,15.1,14.8,14.27,14.8,10,0,21.04,-0.738,0.017,-0.077,0.291,-0.198,13.03,1.24,True,W,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260102P00295000,AAPL,2026-01-02,38,38,295.0,18.5,19.1,18.8,17.65,18.8,5,0,20.611,-0.819,0.014,-0.06,0.235,-0.201,18.03,-0.38,True,W,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260102P00300000,AAPL,2026-01-02,38,38,300.0,22.9,23.6,23.25,27.51,23.25,0,0,20.405,-0.88,0.011,-0.044,0.177,-0.189,23.03,4.48,True,W,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260116P00255000,AAPL,2026-01-16,52,52,255.0,2.49,2.56,2.5250000000000004,2.5,2.53,946,11681,24.905,-0.173,0.01,-0.063,0.268,-0.071,-21.97,24.47,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260116P00260000,AAPL,2026-01-16,52,52,260.0,3.3,3.4,3.3499999999999996,3.37,3.35,1932,15885,23.898,-0.223,0.012,-0.07,0.312,-0.091,-16.97,20.34,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260116P00265000,AAPL,2026-01-16,52,52,265.0,4.35,4.5,4.425,4.45,4.43,811,8437,22.904,-0.284,0.014,-0.076,0.355,-0.116,-11.97,16.42,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260116P00270000,AAPL,2026-01-16,52,52,270.0,5.75,5.9,5.825,5.82,5.83,961,10602,21.964,-0.358,0.016,-0.08,0.39,-0.145,-6.97,12.79,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260116P00275000,AAPL,2026-01-16,52,52,275.0,7.55,7.75,7.65,7.65,7.65,1515,4191,21.154,-0.442,0.018,-0.081,0.413,-0.177,-1.97,9.62,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260116P00280000,AAPL,2026-01-16,52,52,280.0,9.8,10.0,9.9,9.9,9.9,1144,1945,23.754,-0.526,0.016,-0.092,0.416,-0.21,3.03,6.87,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260116P00285000,AAPL,2026-01-16,52,52,285.0,12.5,12.8,12.65,11.75,12.65,144,1046,22.971,-0.608,0.016,-0.085,0.402,-0.237,8.03,3.72,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260116P00290000,AAPL,2026-01-16,52,52,290.0,15.75,15.95,15.85,15.2,15.85,53,880,22.355,-0.689,0.015,-0.075,0.37,-0.259,13.03,2.17,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260116P00295000,AAPL,2026-01-16,52,52,295.0,19.45,19.8,19.625,19.15,19.63,24,710,21.841,-0.764,0.014,-0.063,0.322,-0.271,18.03,1.12,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260116P00300000,AAPL,2026-01-16,52,52,300.0,23.6,24.0,23.8,23.1,23.8,48,723,21.581,-0.827,0.012,-0.051,0.268,-0.269,23.03,0.07,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260220P00255000,AAPL,2026-02-20,87,87,255.0,5.2,5.35,5.275,5.3,5.28,336,2504,26.305,-0.237,0.009,-0.062,0.418,-0.166,-21.97,27.27,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260220P00260000,AAPL,2026-02-20,87,87,260.0,6.35,6.5,6.425,6.35,6.43,661,2078,25.494,-0.282,0.01,-0.066,0.457,-0.197,-16.97,23.32,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260220P00265000,AAPL,2026-02-20,87,87,265.0,7.7,7.85,7.775,7.8,7.78,260,4543,24.649,-0.332,0.011,-0.069,0.491,-0.231,-11.97,19.77,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260220P00270000,AAPL,2026-02-20,87,87,270.0,9.3,9.5,9.4,9.45,9.4,455,2260,23.867,-0.388,0.012,-0.07,0.518,-0.269,-6.97,16.42,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260220P00275000,AAPL,2026-02-20,87,87,275.0,11.2,11.4,11.3,11.0,11.3,468,1411,23.082,-0.449,0.013,-0.07,0.535,-0.309,-1.97,12.97,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260220P00280000,AAPL,2026-02-20,87,87,280.0,13.35,13.65,13.5,13.25,13.5,463,1009,26.81,-0.505,0.011,-0.082,0.539,-0.349,3.03,10.22,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260220P00285000,AAPL,2026-02-20,87,87,285.0,15.95,16.2,16.075,15.8,16.08,46,942,26.13,-0.561,0.011,-0.079,0.533,-0.384,8.03,7.77,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260220P00290000,AAPL,2026-02-20,87,87,290.0,18.85,19.1,18.975,18.65,18.98,107,416,25.54,-0.618,0.011,-0.074,0.516,-0.416,13.03,5.62,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260220P00295000,AAPL,2026-02-20,87,87,295.0,22.1,22.4,22.25,21.45,22.25,1,64,25.047,-0.673,0.011,-0.068,0.488,-0.442,18.03,3.42,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260220P00300000,AAPL,2026-02-20,87,87,300.0,25.7,26.0,25.85,25.15,25.85,115,455,24.683,-0.725,0.01,-0.062,0.451,-0.462,23.03,2.12,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260320P00230000,AAPL,2026-03-20,115,115,230.0,2.88,2.95,2.915,2.83,2.92,1013,11601,30.194,-0.118,0.004,-0.04,0.307,-0.111,-46.97,49.8,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260320P00240000,AAPL,2026-03-20,115,115,240.0,4.05,4.15,4.1,4.08,4.1,355,7941,28.442,-0.163,0.006,-0.047,0.383,-0.153,-36.97,41.05,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260320P00250000,AAPL,2026-03-20,115,115,250.0,5.7,5.8,5.75,5.75,5.75,613,19681,26.756,-0.223,0.007,-0.054,0.464,-0.209,-26.97,32.72,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260320P00260000,AAPL,2026-03-20,115,115,260.0,8.05,8.2,8.125,8.12,8.13,515,4194,25.32,-0.301,0.009,-0.059,0.541,-0.281,-16.97,25.09,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260320P00270000,AAPL,2026-03-20,115,115,270.0,11.15,11.35,11.25,10.9,11.25,541,3552,23.808,-0.396,0.01,-0.061,0.599,-0.367,-6.97,17.87,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260320P00280000,AAPL,2026-03-20,115,115,280.0,15.25,15.55,15.4,15.0,15.4,300,1836,22.391,-0.508,0.011,-0.06,0.62,-0.463,3.03,11.97,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260320P00290000,AAPL,2026-03-20,115,115,290.0,20.55,21.15,20.85,19.61,20.85,164,275,26.4,-0.592,0.009,-0.068,0.603,-0.539,13.03,6.58,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260320P00300000,AAPL,2026-03-20,115,115,300.0,26.95,29.05,28.0,27.15,28.0,10,579,25.47,-0.685,0.009,-0.06,0.551,-0.6,23.03,4.12,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260320P00310000,AAPL,2026-03-20,115,115,310.0,34.6,36.05,35.325,35.48,35.33,0,0,24.891,-0.767,0.008,-0.05,0.474,-0.632,33.03,2.45,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260320P00320000,AAPL,2026-03-20,115,115,320.0,43.3,44.8,44.05,44.8,44.05,0,0,24.577,-0.831,0.006,-0.04,0.387,-0.622,43.03,1.77,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260417P00255000,AAPL,2026-04-17,143,143,255.0,8.1,8.25,8.175,7.85,8.18,27,1239,25.704,-0.274,0.007,-0.051,0.578,-0.322,-21.97,29.82,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260417P00260000,AAPL,2026-04-17,143,143,260.0,9.45,9.7,9.575,9.45,9.57,129,1888,25.116,-0.313,0.008,-0.053,0.614,-0.367,-16.97,26.42,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260417P00265000,AAPL,2026-04-17,143,143,265.0,10.95,11.1,11.024999999999999,10.9,11.02,95,1326,24.312,-0.355,0.009,-0.054,0.645,-0.414,-11.97,22.87,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260417P00270000,AAPL,2026-04-17,143,143,270.0,12.7,12.85,12.774999999999999,12.75,12.77,88,1161,23.665,-0.401,0.009,-0.055,0.67,-0.465,-6.97,19.72,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260417P00275000,AAPL,2026-04-17,143,143,275.0,14.6,14.8,14.7,14.5,14.7,77,1428,22.951,-0.449,0.01,-0.054,0.686,-0.518,-1.97,16.47,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260417P00280000,AAPL,2026-04-17,143,143,280.0,16.8,17.3,17.05,16.85,17.05,69,446,22.509,-0.501,0.01,-0.054,0.691,-0.573,3.03,13.82,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260417P00285000,AAPL,2026-04-17,143,143,285.0,19.25,19.45,19.35,18.7,19.35,78,236,27.411,-0.53,0.008,-0.065,0.689,-0.616,8.03,10.67,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260417P00290000,AAPL,2026-04-17,143,143,290.0,22.0,22.2,22.1,21.25,22.1,22,170,26.846,-0.573,0.008,-0.063,0.679,-0.659,13.03,8.22,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260417P00295000,AAPL,2026-04-17,143,143,295.0,24.8,25.2,25.0,24.29,25.0,10,0,26.345,-0.616,0.008,-0.06,0.662,-0.698,18.03,6.26,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260417P00300000,AAPL,2026-04-17,143,143,300.0,28.25,29.55,28.9,28.0,28.9,16,319,25.993,-0.657,0.008,-0.057,0.637,-0.732,23.03,4.97,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260515P00230000,AAPL,2026-05-15,171,171,230.0,4.95,5.05,5.0,4.9,5.0,44,4580,29.738,-0.155,0.004,-0.039,0.451,-0.221,-46.97,51.87,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260515P00240000,AAPL,2026-05-15,171,171,240.0,6.55,6.65,6.6,6.5,6.6,157,3288,28.254,-0.201,0.005,-0.044,0.532,-0.286,-36.97,43.47,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260515P00250000,AAPL,2026-05-15,171,171,250.0,8.65,8.75,8.7,8.55,8.7,553,3676,26.877,-0.258,0.006,-0.048,0.612,-0.366,-26.97,35.52,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260515P00260000,AAPL,2026-05-15,171,171,260.0,11.3,11.45,11.375,11.3,11.38,77,6072,25.53,-0.326,0.007,-0.051,0.683,-0.462,-16.97,28.27,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260515P00270000,AAPL,2026-05-15,171,171,270.0,14.65,14.85,14.75,14.57,14.75,124,1176,24.224,-0.406,0.008,-0.052,0.735,-0.571,-6.97,21.54,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260515P00280000,AAPL,2026-05-15,171,171,280.0,18.85,19.1,18.975,18.4,18.98,144,10133,23.003,-0.495,0.009,-0.051,0.755,-0.688,3.03,15.37,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260515P00290000,AAPL,2026-05-15,171,171,290.0,23.9,24.65,24.275,23.35,24.28,64,85,28.218,-0.555,0.007,-0.062,0.748,-0.78,13.03,10.32,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260515P00300000,AAPL,2026-05-15,171,171,300.0,29.95,31.1,30.525,29.4,30.53,3,117,27.372,-0.629,0.007,-0.057,0.715,-0.863,23.03,6.37,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260515P00310000,AAPL,2026-05-15,171,171,310.0,35.8,37.4,36.599999999999994,35.75,36.6,3,0,26.688,-0.698,0.007,-0.051,0.658,-0.926,33.03,2.72,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260515P00320000,AAPL,2026-05-15,171,171,320.0,44.75,46.4,45.575,44.4,45.58,13,68,26.24,-0.758,0.006,-0.045,0.586,-0.958,43.03,1.37,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260618P00255000,AAPL,2026-06-18,205,205,255.0,11.15,11.35,11.25,11.24,11.25,7,1628,25.736,-0.299,0.007,-0.045,0.721,-0.513,-21.97,33.21,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260618P00260000,AAPL,2026-06-18,205,205,260.0,12.65,12.95,12.8,12.45,12.8,51,2334,25.217,-0.333,0.007,-0.046,0.754,-0.57,-16.97,29.42,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260618P00265000,AAPL,2026-06-18,205,205,265.0,14.3,14.75,14.525,14.35,14.53,310,1644,24.713,-0.37,0.007,-0.047,0.783,-0.631,-11.97,26.32,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260618P00270000,AAPL,2026-06-18,205,205,270.0,16.1,16.3,16.200000000000003,15.95,16.2,184,1660,23.93,-0.408,0.008,-0.047,0.805,-0.692,-6.97,22.92,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260618P00275000,AAPL,2026-06-18,205,205,275.0,18.1,18.3,18.200000000000003,18.1,18.2,95,1027,23.329,-0.448,0.008,-0.047,0.82,-0.757,-1.97,20.07,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260618P00280000,AAPL,2026-06-18,205,205,280.0,20.3,20.5,20.4,20.2,20.4,10,957,22.736,-0.491,0.008,-0.046,0.827,-0.823,3.03,17.17,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260618P00285000,AAPL,2026-06-18,205,205,285.0,22.4,23.25,22.825,22.6,22.83,32,237,29.083,-0.508,0.007,-0.059,0.827,-0.875,8.03,14.57,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260618P00290000,AAPL,2026-06-18,205,205,290.0,25.35,25.55,25.450000000000003,25.15,25.45,1686,54,28.597,-0.542,0.007,-0.057,0.822,-0.926,13.03,12.12,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260618P00300000,AAPL,2026-06-18,205,205,300.0,31.25,31.5,31.375,30.97,31.38,6,145,27.716,-0.609,0.007,-0.054,0.795,-1.02,23.03,7.94,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260618P00310000,AAPL,2026-06-18,205,205,310.0,38.0,39.35,38.675,37.96,38.67,6,0,27.092,-0.672,0.006,-0.049,0.746,-1.095,33.03,4.93,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260717P00255000,AAPL,2026-07-17,234,234,255.0,11.95,12.35,12.149999999999999,13.32,12.15,0,0,25.198,-0.305,0.006,-0.042,0.776,-0.612,-21.97,35.29,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260717P00260000,AAPL,2026-07-17,234,234,260.0,13.45,13.9,13.675,16.39,13.68,0,0,24.627,-0.338,0.007,-0.043,0.81,-0.68,-16.97,33.36,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260717P00265000,AAPL,2026-07-17,234,234,265.0,15.15,16.55,15.850000000000001,15.05,15.85,42,0,24.649,-0.374,0.007,-0.044,0.839,-0.758,-11.97,27.02,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260717P00270000,AAPL,2026-07-17,234,234,270.0,15.95,18.4,17.174999999999997,16.7,17.17,28,2,23.464,-0.409,0.007,-0.043,0.861,-0.829,-6.97,23.67,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260717P00275000,AAPL,2026-07-17,234,234,275.0,19.0,19.45,19.225,20.25,19.23,0,0,22.932,-0.448,0.008,-0.043,0.876,-0.912,-1.97,22.22,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260717P00280000,AAPL,2026-07-17,234,234,280.0,21.25,21.65,21.45,21.0,21.45,53,7,22.389,-0.489,0.008,-0.042,0.883,-1.001,3.03,17.97,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260717P00285000,AAPL,2026-07-17,234,234,285.0,23.65,24.1,23.875,23.55,23.88,15,0,29.282,-0.502,0.006,-0.055,0.884,-1.148,8.03,15.52,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260717P00290000,AAPL,2026-07-17,234,234,290.0,26.25,26.7,26.475,0.0,26.48,0,0,28.774,-0.534,0.006,-0.054,0.881,-1.244,13.03,-13.03,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260717P00295000,AAPL,2026-07-17,234,234,295.0,29.05,30.3,29.675,0.0,29.68,0,0,28.326,-0.566,0.006,-0.053,0.872,-1.35,18.03,-18.03,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260717P00300000,AAPL,2026-07-17,234,234,300.0,32.05,32.55,32.3,0.0,32.3,0,0,27.939,-0.597,0.006,-0.051,0.858,-1.468,23.03,-23.03,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260821P00230000,AAPL,2026-08-21,269,269,230.0,7.75,8.1,7.925,7.81,7.93,90,1182,28.444,-0.189,0.004,-0.034,0.643,-0.442,-46.97,54.78,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260821P00240000,AAPL,2026-08-21,269,269,240.0,9.8,9.95,9.875,9.9,9.88,5,767,27.122,-0.233,0.005,-0.037,0.727,-0.545,-36.97,46.87,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260821P00250000,AAPL,2026-08-21,269,269,250.0,12.3,12.75,12.525,12.2,12.53,20,586,26.174,-0.286,0.005,-0.04,0.808,-0.672,-26.97,39.17,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260821P00260000,AAPL,2026-08-21,269,269,260.0,15.3,15.5,15.4,15.3,15.4,15,466,24.886,-0.344,0.006,-0.041,0.875,-0.813,-16.97,32.27,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260821P00270000,AAPL,2026-08-21,269,269,270.0,18.9,19.1,19.0,18.89,19.0,29,360,23.79,-0.411,0.007,-0.041,0.924,-0.976,-6.97,25.86,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260821P00280000,AAPL,2026-08-21,269,269,280.0,23.15,23.35,23.25,26.13,23.25,0,0,22.701,-0.485,0.007,-0.04,0.946,-1.159,3.03,23.1,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260821P00290000,AAPL,2026-08-21,269,269,290.0,28.05,28.5,28.275,27.5,28.28,31,81,29.665,-0.522,0.006,-0.053,0.946,-1.386,13.03,14.47,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260821P00300000,AAPL,2026-08-21,269,269,300.0,33.7,34.55,34.125,33.35,34.13,3,0,28.834,-0.58,0.006,-0.05,0.928,-1.586,23.03,10.32,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260821P00310000,AAPL,2026-08-21,269,269,310.0,40.15,40.5,40.325,45.1,40.33,0,0,28.166,-0.636,0.006,-0.047,0.892,-1.816,33.03,12.07,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260821P00320000,AAPL,2026-08-21,269,269,320.0,47.35,47.8,47.575,47.3,47.58,6,72,27.582,-0.689,0.005,-0.043,0.838,-2.087,43.03,4.27,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260918P00255000,AAPL,2026-09-18,297,297,255.0,14.6,15.05,14.825,14.6,14.83,7,2877,25.323,-0.318,0.006,-0.038,0.89,-0.832,-21.97,36.57,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260918P00260000,AAPL,2026-09-18,297,297,260.0,16.25,16.5,16.375,16.28,16.38,14,1791,24.726,-0.348,0.006,-0.039,0.922,-0.91,-16.97,33.25,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260918P00265000,AAPL,2026-09-18,297,297,265.0,18.05,18.25,18.15,17.75,18.15,74,1566,24.225,-0.379,0.006,-0.039,0.949,-0.994,-11.97,29.72,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260918P00270000,AAPL,2026-09-18,297,297,270.0,19.9,20.15,20.025,19.97,20.02,217,1004,23.676,-0.412,0.007,-0.039,0.971,-1.082,-6.97,26.94,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260918P00275000,AAPL,2026-09-18,297,297,275.0,21.95,22.2,22.075,21.55,22.08,3,421,23.15,-0.446,0.007,-0.039,0.986,-1.175,-1.97,23.52,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260918P00280000,AAPL,2026-09-18,297,297,280.0,24.15,24.85,24.5,23.5,24.5,14,363,22.84,-0.481,0.007,-0.039,0.994,-1.272,3.03,20.47,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260918P00285000,AAPL,2026-09-18,297,297,285.0,26.35,27.25,26.8,26.2,26.8,6,254,22.234,-0.518,0.007,-0.038,0.994,-1.372,8.03,18.17,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260918P00290000,AAPL,2026-09-18,297,297,290.0,29.05,29.8,29.425,28.3,29.43,66,147,29.889,-0.515,0.005,-0.05,0.994,-1.447,13.03,15.27,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260918P00295000,AAPL,2026-09-18,297,297,295.0,31.6,32.6,32.1,31.4,32.1,5,37,29.467,-0.542,0.005,-0.05,0.989,-1.529,18.03,13.37,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  260918P00300000,AAPL,2026-09-18,297,297,300.0,34.5,34.95,34.725,34.1,34.73,106,514,29.097,-0.569,0.005,-0.048,0.98,-1.612,23.03,11.07,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  261218P00230000,AAPL,2026-12-18,388,388,230.0,10.9,11.1,11.0,10.8,11.0,24,3641,27.382,-0.214,0.004,-0.03,0.831,-0.744,-46.97,57.77,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  261218P00240000,AAPL,2026-12-18,388,388,240.0,13.35,13.5,13.425,13.45,13.43,87,6681,26.401,-0.256,0.004,-0.032,0.918,-0.894,-36.97,50.42,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  261218P00250000,AAPL,2026-12-18,388,388,250.0,16.15,16.35,16.25,16.05,16.25,78,2026,25.425,-0.303,0.005,-0.033,0.996,-1.062,-26.97,43.02,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  261218P00260000,AAPL,2026-12-18,388,388,260.0,19.4,19.65,19.525,19.5,19.52,320,3514,24.454,-0.356,0.005,-0.034,1.062,-1.251,-16.97,36.47,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  261218P00270000,AAPL,2026-12-18,388,388,270.0,23.15,23.4,23.275,23.15,23.28,143,1716,23.47,-0.413,0.006,-0.034,1.109,-1.46,-6.97,30.12,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  261218P00280000,AAPL,2026-12-18,388,388,280.0,27.05,28.15,27.6,27.2,27.6,20,332,22.518,-0.475,0.006,-0.034,1.133,-1.688,3.03,24.17,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  261218P00290000,AAPL,2026-12-18,388,388,290.0,32.25,32.6,32.425,32.02,32.42,30,120,31.096,-0.495,0.004,-0.046,1.135,-1.913,13.03,18.99,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  261218P00300000,AAPL,2026-12-18,388,388,300.0,37.8,38.05,37.925,37.35,37.92,11,5236,30.299,-0.541,0.005,-0.045,1.129,-2.108,23.03,14.32,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  261218P00310000,AAPL,2026-12-18,388,388,310.0,41.8,45.05,43.425,43.48,43.43,35,56,29.606,-0.587,0.005,-0.043,1.107,-2.307,33.03,10.45,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  261218P00320000,AAPL,2026-12-18,388,388,320.0,50.45,52.2,51.325,50.2,51.33,22,67,29.05,-0.632,0.005,-0.041,1.071,-2.508,43.03,7.17,True,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270115P00230000,AAPL,2027-01-15,416,416,230.0,11.5,11.7,11.6,11.5,11.6,120,5539,27.054,-0.218,0.004,-0.029,0.87,-0.818,-46.97,58.47,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270115P00240000,AAPL,2027-01-15,416,416,240.0,14.0,14.2,14.1,13.95,14.1,258,9324,26.113,-0.26,0.004,-0.031,0.957,-0.978,-36.97,50.92,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270115P00250000,AAPL,2027-01-15,416,416,250.0,16.85,17.05,16.950000000000003,16.85,16.95,593,7973,25.132,-0.307,0.005,-0.032,1.035,-1.157,-26.97,43.82,False,S,A,3.732,29.0
AAPL,276.97,PUT,AAPL  270115P00260000,AAPL,2027-01-15,416,416,260.0,20.15,20.4,20.275,20.05,20.27,50,3317,24.19,-0.358,0.005,-0.033,1.101,-1.357,-16.97,37.02,False,S,A,3.732,29.0
